Duration (in seconds),RecordedDate,ResponseId,App-Func,Product-Pers,Adv-Marketing,Analytics,Att-Enact,Att-Enact-Explain,Changes-Explain,State,Law-Awareness,Age,Gender,Gender_5_TEXT,Ethnicity,Race,Race_6_TEXT,Education,Education_4_TEXT,PROLIFIC_PID,STUDY_ID,SESSION_ID,Condition,Law,AppCategory,AppName
527,4/18/25 9:27,R_1BPjY0aC7yw03ct,"15,16,20,23","15,16,20,21,23","4,7,12,13,18,23","15,16,23",2,I see no need for application compabies to use more or collect more data than they need or are authorized,They should minimize their data collection to a complete minimum,Virginia,47,3,1,,2,1,,2,,67cb1575e1c76f0b6b70b87f,67fecb3ede31a76593440504,68027b47a80ed8c405ca9e72,California,to a purpose that consumers would reasonably expect.,photo and video,YouTube
616,4/18/25 9:27,R_5f3CMkRuAGXzudZ,"2,10,13,17,20,23","1,3,4,5,6,7,8,9,10,12,15,19,24,26","20,21","13,14,20,21,23,25",1,"It is unnecessary to store too much personal data; therefore, it makes sense to limit it to an appropriate level.",They should limit the type and amount of personal data collected to ensure that only the necessary information is stored.  Anything above that should be seen as unnecessary and therefore not saved.,WI,"5,6,20",4,2,,2,1,,2,,61219fd8387ca59d07e0dc1c,67fecb3ede31a76593440504,68027aea96db74f06241ebf9,California,to a purpose that consumers would reasonably expect.,game,Roblox
367,4/18/25 9:27,R_5EynhWIlJ0zgyXP,"7,8,10,18,20","12,14,21","7,12,13,14,20,21","7,13,18,20,22,23",2,It seems prudent.,All personal information will have to be eliminated.,Fl,,5,1,,2,1,,2,,65b92135e296f28cb1a093c3,67fecb3ede31a76593440504,68027bf45f407e7c1d9af1c8,Substantive,to provide or maintain a specific product or service requested by the consumer.,food and drink,DoorDash
912,4/18/25 9:27,R_395OMrvgKxx4hkB,"1,2,18,19,20","3,20,23","10,12,20,21,23","1,3,15,18,19,23",2,"This regulation strikes a healthy balance between consumer privacy and the practical needs of businesses. By requiring companies to only collect personal data that is reasonably necessary for clearly stated purposes, it empowers users to have more control over their information while still allowing app developers to gather the insights needed to improve their services. It helps prevent overcollection and misuse of data, which has become a growing concern in today’s digital environment.

From a user’s perspective, it builds trust. Knowing that a shopping app is only collecting data that serves a specific, disclosed function (like improving the app or processing an order) can make customers more willing to engage with the service. From a developer’s perspective, it creates clear boundaries and helps avoid legal or ethical pitfalls related to excessive data collection.","To comply with the data minimization regulation, the app would need to undergo several key changes. Developers would have to audit and reduce the amount of personal data collected, ensuring that only information directly related to disclosed purposes—such as app performance, basic analytics, or fulfilling orders—is gathered. The app’s privacy policy would need to be updated with clear, user-friendly explanations about what data is collected and why. Technical changes may include adjusting default settings to prevent unnecessary data collection, limiting the granularity of location tracking to city or region level, and enhancing user control by offering opt-in or opt-out options for non-essential data collection. These updates would help ensure that the app collects only what is reasonably necessary and proportionate to its intended functions, building greater trust and transparency with users.",New York,32,1,1,,2,2,,2,,67e8c63ef93073bbbb0f265c,67fecb3ede31a76593440504,680279d4c5792239631f7b11,Procedural,to a purpose they disclose to the consumer.,shopping,Walmart
584,4/18/25 9:27,R_1rj6T6FFfEB9ZQd,"12,13,14,17,20,21,22,23","12,13,14,17,18,20,21,22,23","12,13,14,17,18,20,21,22,23","12,13,14,18,20,21,22,23",1,Organizations should only collect information that is relevant to their need and be limited from intruding into personal life.,Intensify data limitation regulations,Washington,5,5,1,,2,2,,1,,67ef7610ea4fa2e2ffc3f07c,67fecb3ede31a76593440504,68027aa00c56e241febc1005,California,to a purpose that consumers would reasonably expect.,food and drink,DoorDash
875,4/18/25 9:27,R_55jhDJjaB8kYhfb,"1,19,20,23","3,11,18,20,23","1,2,20,21,23","2,20,23,25",2,Not all individual personal data is needed. For the safety and convivence of the individual,Sure they will,Alabama,1,6,1,,2,1,,2,,6525a87886c97615b6991402,67fecb3ede31a76593440504,680279f822ee9684f16ed720,Procedural,to a purpose they disclose to the consumer.,game,Roblox
360,4/18/25 9:27,R_1QMnKxrWmFGNck6,"3,4,5,6,10,12",13,"8,13,17","1,3,6,12",2,it reins in gathering private data.,im not sure,Arizona,,5,1,,2,1,,3,,612fa6644526903f736cf925,67fecb3ede31a76593440504,68027c055a0fd1c48eeb3f3e,California,to a purpose that consumers would reasonably expect.,shopping,Walmart
816,4/18/25 9:27,R_5Mc9JeVeQ4v98Fe,"22,23","13,22,23",,"1,13,20,22,23",1,I think there isn't enough privacy when it comes to the world of the internet as is. More apps are being developed and signed off everyday and more personal data is being sold off day by day. So I believe restrictions of that should be enacted and enforced.,Limited data collecting to in app data ONLY. Meaning how the app is used and nothing other than that. ,Massachusetts,"5,6,7,8,20,26,30,44,46",2,2,,1,1,,6,,66627a0eec2c98bc0c545fd6,67fecb3ede31a76593440504,68027a45c86c2c44e195e235,California,to a purpose that consumers would reasonably expect.,photo and video,YouTube
496,4/18/25 9:27,R_6kZmfX0PO2HxcXV,"2,13,17,18,20,22,23","2,12,13,17,18,20",,"13,17,18,20,22,23",1,"I don't want personalized ads, personalized content or suggestions. If I want something, I'll search for it. Only information which makes the app work better is acceptable to me. ","A lot! They're greedyand want not only sales from 3rd party ads, but want to sell all our private info to outside parties. ",TX,,5,2,,2,1,,5,,659ffc7d7d21a61dbc761173,67fecb3ede31a76593440504,68027b8e9db354c769c4912b,Substantive,to provide or maintain a specific product or service requested by the consumer.,game,Roblox
793,4/18/25 9:27,R_3HT7JtxwhoyApwX,"1,2,3,4,5,6,8,10,11","3,4,5,7,10,11,12,18,20,23","1,2,7,12,13,14,18,20,21","3,4,5,6,7,10,11,12,13,18,20,23",3,Im not sure because I am not familiar with this information.  I would need to do some research.,Be very careful with what is being shared and how it is classified,Minnesota,,5,1,,2,1,,1,,62bd1d1283b326cde10cf27a,67fecb3ede31a76593440504,68027a67629922ea4f6b3600,California,to a purpose that consumers would reasonably expect.,finance,Venmo
555,4/18/25 9:27,R_3yloGrWMby7qENy,"2,20,21,23,25","2,3,4,6,9,13,19,20,21,23","1,3,4,6,9,10,12,15,16,19","1,3,4,6,9,14,15,19,20,21",2,It will help alot.,none,California,5,2,1,,2,1,,2,,67d9f5683d7f57c8732b6e63,67fecb3ede31a76593440504,68027b0a41bfda89b2e06107,Procedural,to a purpose they disclose to the consumer.,photo and video,YouTube
643,4/18/25 9:27,R_5itcVB3JAUbcmtu,"1,4,17","3,15,23,25","11,17,20","1,4,17",1,"I  agree because data  minimization should always  be upheld , as things should be done in a secure manner",They should ensure security on the apps is delt with,North Carolina,"5,30,43,44,46",2,2,,2,6,Mixed,1,,66d8175ea22b193f35a0a5af,67fecb3ede31a76593440504,68027afba68efe7d3d41f3d1,Substantive,to provide or maintain a specific product or service requested by the consumer.,game,Roblox
748,4/18/25 9:28,R_6QlxqFGIhi3xS0z,"3,5,6,8,10",12,"12,13,21","13,20,23",2,I agree that companies are allowed information to fulfill transactions and that information should be the limited to what is necessary.,I think they'll have to change their ability to interact with various parts of whatever electronic device the customer is using.,CA,,5,1,,2,4,,6,,675758f40df8b09c8aa98ad0,67fecb3ede31a76593440504,68027aa505fb94044423c4d9,Substantive,to provide or maintain a specific product or service requested by the consumer.,food and drink,DoorDash
772,4/18/25 9:28,R_3YtaYJvuYNFhxso,"1,2,3,4,14,19,20,21","1,2,4,12,14,18,19,20,21,23","1,2,4,6,9,14,20,21,23","1,4,10,14,19,20,21,23",1,Data minimization is a principle in data protection and privacy that emphasizes the need to limit the collection and storage of personal data to only what is necessary for a specific purpose. This approach helps reduce the risk of data breaches and enhances user privacy by ensuring that organizations do not collect more information than they need.,"Yes of course because of it's benefits which includes privacy enhancement, reduced risk and increased trust.",South Carolina,"5,6,7,44,46",5,1,,2,1,,2,,67d301be100010abe8c4686b,67fecb3ede31a76593440504,68027a8416178690924baf82,Procedural,to a purpose they disclose to the consumer.,shopping,Walmart
319,4/18/25 9:28,R_1NPcMtrVIWJJp9P,"1,7,13,20,22,23","1,7,12,13,20,21","7,21","1,20,22,23",1,"The United States is like the wild west of data protection and collection from users. We should move toward regulations that limit how much of my data can be collected without permission as it is clearly valuable to companies. Users should be compensated for their data, and a first step is to minimize the data companies can collect whenever they want.","It depends on how they have the app structured, but I believe for most large or major applications this would require ripping out a lot of data fields that are currently used.",Tennessee,,3,1,,2,1,,1,,67806e9d273c2547826d1d8b,67fecb3ede31a76593440504,68027c56c837495d31a2224a,Substantive,to provide or maintain a specific product or service requested by the consumer.,food and drink,DoorDash
519,4/18/25 9:28,R_578B2gWQnpc1UEq,"1,3,4,6,20,22,23","12,13,20",,"1,3,4,5,6,7,8,10,12,13,18,20",1,I don't think the app should use or sell any information with other companies.,I think they will have to get rid of any other companies they have deals with for information,Texas,,4,1,,2,1,,3,,60d9faa609c8dcb9e5e05481,67fecb3ede31a76593440504,68027b9568256f3a07bf40b5,Procedural,to a purpose they disclose to the consumer.,food and drink,DoorDash
211,4/18/25 9:28,R_6AcDoYRg9qir3hv,,,,,1,"Companies ask for too many features of personal data that isn't even part of their studies, which harms consumers when they use these apps.","The amount of data, and allowing people to pick and choose the data they are fine with sending.",New York,,3,1,,1,1,,6,,63d161e70272bba9f3f70980,67fecb3ede31a76593440504,68027a5992d43e60983404bf,Substantive,to provide or maintain a specific product or service requested by the consumer.,food and drink,DoorDash
567,4/18/25 9:28,R_3gM7GddywPAOzSP,"1,2,17,18,20,22,23","1,2,10,13,17,18,20,21,22,23","2,13,17,20,21","1,2,17,20,22,23",3,I do not feel comfortable with all that data being collected for cyber security reasons,Not much,Washington,"5,43",4,2,,2,2,,2,,67ee83d8437a6829aedc61af,67fecb3ede31a76593440504,68027b4b3caee82014b9e905,California,to a purpose that consumers would reasonably expect.,game,Roblox
865,4/18/25 9:28,R_7uxmGIpgOqhutYR,"1,3,4,5,6,7,10,12,13,18","13,20","1,3,4,18,19","18,19,20,21,23",1,I believe that data minimization is a safe way of assuring customers that their data is not being overly mined by apps.,They will have to ensure their apps only access certain data ,Nevada,"13,19,45",2,2,,2,1,,2,,6749f8df0690584bddd6a5ec,67fecb3ede31a76593440504,68027a2f63f074244b82de92,Substantive,to provide or maintain a specific product or service requested by the consumer.,shopping,Walmart
675,4/18/25 9:28,R_3kIbFU16Gyj7bhk,"13,20,21,22,23","15,16","12,13,21","12,13,17,20,22,23",1,It is so common for there to be data breaches and personal info being stolen from these companies that it is necessary to limit the amount of personal info companies collect. Safety is the priority.,They will have to depend on in-app data to make their decisions instead of personal info.,New York,"5,30",3,1,,2,4,,2,,666382ae8e2b0242b661879a,67fecb3ede31a76593440504,68027b18f67f1aed2dbbb011,Substantive,to provide or maintain a specific product or service requested by the consumer.,photo and video,YouTube
530,4/18/25 9:28,R_70HGl5f3GnqOKc0,"1,2,3,4,5,6,10,22,23","1,7,12,13,20,21","1,2,7,12,13,20,21","1,2,12,13,20,22,23",1,I made my responses based on criteria specified in the data minimization rule.,I would say data retention policies such as establishing processes for secure deletion of data if no longer needed. I would also add training awareness.,Missouri,"5,6,7,8,9,20,30,32,47,48",4,1,,2,1,,1,,671fb466946348aad9a11d10,67fecb3ede31a76593440504,68027af0ad8c0f58c2b65a21,Substantive,to provide or maintain a specific product or service requested by the consumer.,shopping,Walmart
287,4/18/25 9:28,R_5I5BoGMsX5YYAOA,"3,4,10,12,18,22,23","12,13,20",,,1,i dont think companies should be taking so much data on users because they will abuse it later on,having the option to opt out of all data collection,new york,32,3,1,,2,1,,3,,5930c7fdfa699e0001017cc1,67fecb3ede31a76593440504,680279be2017f2c49553b497,Procedural,to a purpose they disclose to the consumer.,shopping,Walmart
871,4/18/25 9:28,R_5giQ0NMaPa53V3X,"1,2,4,7,8,10,11,12,13,14,18,20,22,23","3,7,11,13,14,17,18,20,21,22,23","3,4,6,7,8,10,12,13,14,17","2,6,7,8,10,11,12,13,22",1,"I agree with the enactment of the data minimization regulation. It strikes a reasonable balance between enabling companies to operate effectively and protecting consumers’ privacy. In today’s digital ecosystem, vast amounts of personal data are often collected—even when it's unnecessary for the actual functioning of the service. This regulation would help ensure that companies collect only what’s needed, based on clear purposes that users can reasonably anticipate.","Review and Limit Data Collection Practices
Redesign Consent Flows and Disclosures
Coordinate with Third-Party Services
Implement Data Minimization by Design
Coordinate with Third-Party Services",New York,32,4,1,,2,1,,6,,67ddb4811470d166582743c4,67fecb3ede31a76593440504,68027a582e17e993f8a21b9d,California,to a purpose that consumers would reasonably expect.,finance,Venmo
